movieId,ml_title,search_title,year,tmdb_id,tmdb_title,poster_url,overview,tagline,tmdb_genres,keywords,cast,director,runtime,popularity,vote_average,vote_count,release_date
1709,Legal Deceit (1997),Legal Deceit,1997,531591,Legal Deceit,https://image.tmdb.org/t/p/w500/mKkdUjmOINrYw7pC02frBQOvOXS.jpg,"Sydney Banks learns the hard way that being driven and educated is not the path to success;under the wing of Todd Hunter (Morgan) her career takes off. Sydney then gets pulled into corporate blackmail and murder, but with the help of boyfriend Derek (Morris), she begins her own deception.",Success can kill!,Thriller,murder|legal drama,Lela Rochon|Jeffrey Dean Morgan|Phil Morris|Cheryl Francis Harrington|Jim O'Donoghoe,Monika Harris,93,0.384,5.5,4,1997-11-18
1710,Man of Her Dreams (1996),Man of Her Dreams,1996,,,,,,,,,,,,,,
1711,Midnight in the Garden of Good and Evil (1997),Midnight in the Garden of Good and Evil,1997,8197,Midnight in the Garden of Good and Evil,https://image.tmdb.org/t/p/w500/cXS5o6RIp8m1epBm5I7cX49bfFd.jpg,"A visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, whom he befriends.","Welcome to Savannah, Georgia. A city of hot nights and cold blooded murder.",Mystery|Crime|Drama,drag queen|voodoo|affectation|burlesque|shocking|savannah georgia|gay theme|joyous|suspenseful|reminiscent|tense|romantic|adoring|amused|celebratory|compassionate,John Cusack|Kevin Spacey|Jude Law|Alison Eastwood|Jack Thompson,Clint Eastwood,155,2.044,6.4,625,1997-11-21
1713,Mouse Hunt (1997),Mouse Hunt,1997,6283,MouseHunt,https://image.tmdb.org/t/p/w500/aqBPrWOzXEO3rWEk3DYTHBjXNZb.jpg,"Down-on-their luck brothers, Lars and Ernie Smuntz, aren't happy with the crumbling old mansion they inherit... until they discover the estate is worth millions. Before they can cash in, they have to rid the house of its single, stubborn occupant—a tiny and tenacious mouse.",Who's hunting who?,Comedy|Family,factory worker|factory|sibling relationship|winter|loss of loved one|auction|cooking|mouse|restaurant|house|trap|slapstick comedy|inheritance|explosion|chef|exterminator|flood|auctioneer|rodent|mousetrap|mouse hunt|string,Nathan Lane|Lee Evans|Vicki Lewis|Maury Chaykin|Eric Christmas,Gore Verbinski,98,3.9152,6.538,1356,1997-12-19
1714,Never Met Picasso (1996),Never Met Picasso,1996,279698,Never Met Picasso,https://image.tmdb.org/t/p/w500/gT75fq6XuyuBvXXF8Dzgtspxew7.jpg,"Still living at home with his avant-garde actress mother, constantly rejected by art schools, and without a lover, aspiring painter Andrew decides to enter a contest in hopes of winning a six month stay in Kenya. Though things aren't great for Andrew, neither are they wonderful for his lesbian friend Lucy who constantly bickers with her lover Ingrid. Lucy complicates Andrew's life when she introduces him to the suspicious-looking, enigmatic Jerry.","Family Trees, Twisted Roots",Comedy|Drama|Romance,lgbt|gay theme,Alexis Arquette|Georgia Ragsdale|Margot Kidder|Don McKellar|Keith David,Stephen Kijak,101,0.4061,4.667,6,1997-11-28
1715,Office Killer (1997),Office Killer,1997,49728,Office Killer,https://image.tmdb.org/t/p/w500/ytPjWp5LMW5jV9IVrcv6yTsxDTH.jpg,"When Dorine Douglas' job as proofreader for Constant Consumer magazine is turned into an at-home position during a downsizing, she doesn't know how to cope. But after accidentally killing one of her co-workers, she discovers that murder can quench the loneliness of her home life, as a macabre office place forms in her basement, populated by dead co-workers.",Working here can be murder,Horror|Thriller|Comedy,slasher|woman director,Carol Kane|Molly Ringwald|Jeanne Tripplehorn|Barbara Sukowa|Mike Hodge,Cindy Sherman,82,0.7343,5.2,47,1997-12-03
1716,"Other Voices, Other Rooms (1997)","Other Voices, Other Rooms",1997,64562,Other Voices Other Rooms,https://image.tmdb.org/t/p/w500/v2Vr482gGGMI2YE5Pp1wvoICyce.jpg,"Truman Capote's semi-autobiographical first novel about coming of age in the Deep South during the 1930s centers on 13-year-old Joel Sansom (David Speck), who reunites with his estranged father at the family's shabby plantation, where he must contend with his father's feisty mistress and a strange cousin. Against this less-than-ideal backdrop, Joel slowly matures into an upstanding young man.",,Drama,,Lothaire Bluteau|Anna Thomson|David Speck|April Turner|Frank Hoyt Taylor,David Rocksavage,94,0.2805,6.55,10,1997-12-05
1717,Scream 2 (1997),Scream 2,1997,4233,Scream 2,https://image.tmdb.org/t/p/w500/dORlVasiaDkJXTqt9bdH7nFNs6C.jpg,"Two years after the Woodsboro murders, Sidney Prescott acclimates to college life while someone donning the Ghostface costume begins a new string of killings.",Someone has taken their love of sequels one step too far.,Horror|Mystery,mask|college|campus|sequel|slaughter|serial killer|slasher|university|self-referential|copycat killer|approving,Neve Campbell|Courteney Cox|David Arquette|Jerry O'Connell|Timothy Olyphant,Wes Craven,120,6.9651,6.515,4714,1997-12-12
1718,Stranger in the House (1997),Stranger in the House,1997,191874,Stranger in the House,https://image.tmdb.org/t/p/w500/iWD7fxQZpBw1AVfk0AOyqou1x26.jpg,A botched diamond burglary and a dead publishing company executive set off a string of murders and betrayal.,When the lights go out... the terror begins.,Thriller,burglary|jewel|insurance investigator|murder plot,Michele Greene|Bruce Dinsmore|Steve Railsback|Kathleen Kinmont|Vlasta Vrana,Rodney Gibbons,94,0.2567,6.8,5,1997-01-01
1719,"Sweet Hereafter, The (1997)","Sweet Hereafter, The",1997,10217,The Sweet Hereafter,https://image.tmdb.org/t/p/w500/gJy7LMq4b5qO5fsSUSoBgm24BHf.jpg,"A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer arrives to help the survivors' and victims' families prepare a class-action suit, but his efforts only seem to push the townspeople further apart. At the same time, one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage.",There is no such thing as the simple truth.,Drama,small town|canada|based on novel or book|suffering|village|paralysis|based on true story|tragedy|lawyer|car accident|school bus|british columbia,Ian Holm|Sarah Polley|Tom McCamus|Gabrielle Rose|Alberta Watson,Atom Egoyan,112,1.4478,6.915,429,1997-09-25
1720,Time Tracers (1995),Time Tracers,1995,,,,,,,,,,,,,,
1721,Titanic (1997),Titanic,1997,597,Titanic,https://image.tmdb.org/t/p/w500/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",Nothing on earth could come between them.,Drama|Romance,ship|soulmates|shipwreck|atlantic ocean|evacuation|iceberg|titanic|forbidden love|ocean liner|based on true story|rich woman poor man|tragedy|tragic love|historical fiction|class differences|love affair|historical event|sinking ship|rich snob|tragic romance|disaster movie|1910s,Leonardo DiCaprio|Kate Winslet|Billy Zane|Kathy Bates|Frances Fisher,James Cameron,194,30.3293,7.9,27117,1997-12-18
1722,Tomorrow Never Dies (1997),Tomorrow Never Dies,1997,714,Tomorrow Never Dies,https://image.tmdb.org/t/p/w500/gZm002w7q9yLOkltxT76TWGfdZX.jpg,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now James Bond must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,Yesterday is a memory. Today is history. Tomorrow is in the hands of one man.,Adventure|Action|Thriller,"media tycoon|navy|london, england|china|england|missile|spy|secret intelligence service|intelligence|manipulation of the media|special car|motorcycle|secret service|hamburg, germany|news broadcaster|stealth technology|james bond",Pierce Brosnan|Jonathan Pryce|Michelle Yeoh|Teri Hatcher|Ricky Jay,Roger Spottiswoode,119,6.0552,6.4,3434,1997-12-11
1723,Twisted (1996),Twisted,1996,52537,Twisted,https://image.tmdb.org/t/p/w500/mPV5mGjbUtTZ9EDMB9o9GOvz1c7.jpg,"This retelling of Charles Dickens's Oliver Twist may be populated by drug pushers, pimps and prostitutes, but the book's classic themes remain the same. Caught under the thumb of a lecherous brothel owner, 10-year-old Lee befriends an aspiring musician named Angel who helps him escape his servitude and sends a maternal drag queen to vanquish the boy's enemies.","Please sir, can I have some more?",Drama,gay theme,Ray Aranha|Keivyn McNeill Grayes|Elise Ballard|Sharlene Brown|Erik Jensen,Seth Michael Donsky,100,0.5333,3.643,7,1996-11-14
1724,Full Speed (1996),Full Speed,1996,12799,Full Speed,https://image.tmdb.org/t/p/w500/tVKb923pUpUX1uOKxRiyanR2yVS.jpg,"A brief extract of four kids' lives somewhere in France. Quentin, who won a writers contest and now pays more attention to his career as an author than to his friends, beautiful Julie, his girl-friend, much more mature than she looks, falling in love with Quentin's very best friend Jimmy, who is kind of stuck in his unability of self-expression and grown up under bad social circumstances. And there is the shy boy Samir, exiled from Algeria, who lost his ""brother"" and only friend some time ago. Samir heavily falls in love with Quentin, but he can't handle it...",,Romance|Drama,coming out|adolescence|lyon|youth gang|suburb,Élodie Bouchez|Stéphane Rideau|Pascal Cervo|Mezziane Bardadi|Romain Auger,Gaël Morel,85,0.5418,5.25,28,1996-09-25
1725,"Education of Little Tree, The (1997)","Education of Little Tree, The",1997,62394,The Education of Little Tree,https://image.tmdb.org/t/p/w500/cBJCiV56y5i5kEWZw1vXf2QYuFM.jpg,"Little Tree is an 8-year-old Cherokee boy, who, during the time of the depression, loses his parents and starts to live with his Indian grandma and grandpa and learn the wisdom of the Cherokee way of life.",A boy of two worlds must learn to be his own man.,Drama|Family,,James Cromwell|Tantoo Cardinal|Joseph Ashton|Mika Boorem|Christopher Heyerdahl,Richard Friedenberg,115,0.7516,6.6,30,1997-12-25
1726,"Postman, The (1997)","Postman, The",1997,9922,The Postman,https://image.tmdb.org/t/p/w500/piVzOuKFLHNGLxnjwNtibC26lTy.jpg,"In 2013, there are no highways, no I-ways, no dreams of a better tomorrow, only scattered survivors across what was once the United States. Into this apocalyptic wasteland comes an enigmatic drifter with a mule, a knack for Shakespeare, and something yet undiscovered: the power to inspire hope.",The year is 2013. One man walked in off the horizon and hope came with him.,Science Fiction|Adventure|Action,army|based on novel or book|horseback riding|anti hero|lawlessness|inspiration|wasteland|drifter|fictional war|fighting|alternative reality|tyranny|mail carrier|reluctant hero|self government|2010s,Kevin Costner|Will Patton|Larenz Tate|Olivia Williams|James Russo,Kevin Costner,178,3.1563,6.264,1190,1997-12-25
1727,"Horse Whisperer, The (1998)","Horse Whisperer, The",1998,547,The Horse Whisperer,https://image.tmdb.org/t/p/w500/ptkDeHY2mRJVyNRyxb9TgyAjTYs.jpg,The mother of a severely traumatized daughter enlists the aid of a unique horse trainer to help the girl's equally injured horse.,,Adventure|Drama|Romance,new york city|love triangle|attachment to nature|parent child relationship|marriage crisis|horseback riding|montana|confidence|horse|riding accident|career woman|ranch|horse whisperer|trauma|country life|crisis|travel|animals|nature,Robert Redford|Kristin Scott Thomas|Sam Neill|Scarlett Johansson|Dianne Wiest,Robert Redford,169,3.3744,6.897,1190,1998-02-01
1728,"Winter Guest, The (1997)","Winter Guest, The",1997,25994,The Winter Guest,https://image.tmdb.org/t/p/w500/9t0hyTI7HTB6JSIecUNODrtBvwa.jpg,"It's winter in a small Scottish village near the sea, and multiple lives intersect in a day. Frances has just lost her husband to an early death, so her mother, Elspeth, travels to Frances' house to reconnect with her daughter and grandson, Alex. Meanwhile, old women Chloe and Lily go to a funeral, youngsters Sam and Tom cut class, and Alex gets a crush on tomboy Nita.",Come In From The Cold,Drama,winter|scotland|based on play or musical|skipping school|seaside town|mother daughter relationship,Emma Thompson|Phyllida Law|Sheila Reid|Sandra Voe|Arlene Cockburn,Alan Rickman,108,0.6126,6.472,53,1997-12-27
1729,Jackie Brown (1997),Jackie Brown,1997,184,Jackie Brown,https://image.tmdb.org/t/p/w500/rOUx7qg4KmEh1juEDwqzbDSL1Nr.jpg,"Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan — with help from a bail bondsman — to keep the money for herself.","This Christmas, Santa's got a brand new bag.",Crime|Drama|Thriller,"airport|based on novel or book|police|arms deal|stewardess|heist|money|los angeles, california|drugs|ex-con|flight attendant|neo-noir",Pam Grier|Samuel L. Jackson|Robert De Niro|Bridget Fonda|Michael Keaton,Quentin Tarantino,154,7.4051,7.357,6922,1997-12-25
1730,Kundun (1997),Kundun,1997,9746,Kundun,https://image.tmdb.org/t/p/w500/yvdFRDoQIQ5PBk4u8x8gJT8NJAw.jpg,"The Tibetans refer to the Dalai Lama as 'Kundun', which means 'The Presence'. He was forced to escape from his native home, Tibet, when communist China invaded and enforced an oppressive regime upon the peaceful nation. The Dalai Lama escaped to India in 1959 and has been living in exile in Dharamsala ever since.",The destiny of a people lies in the heart of a boy.,Drama|History,china|buddhism|buddhist monk|mountain|tibet|lhasa|buddha,Tenzin Thuthob Tsarong|Tencho Gyalpo|Tsewang Migyur Khangsar|Gyurme Tethong|Robert Lin,Martin Scorsese,134,1.8853,6.791,493,1997-12-25
1731,Mr. Magoo (1997),Mr. Magoo,1997,9438,Mr. Magoo,https://image.tmdb.org/t/p/w500/po5CfSBmmATuCNIt7M1G7xOPuUK.jpg,"Mr. Magoo, a man with terrible eyesight, gets caught up in a museum robbery.",You won't believe your eyes.,Comedy|Family,lie|bluff|based on cartoon|millionaire|luck,Leslie Nielsen|Kelly Lynch|Matt Keeslar|Nick Chinlund|Stephen Tobolowsky,Stanley Tong Gwai-Lai,87,1.4421,4.49,417,1997-12-25
1732,"Big Lebowski, The (1998)","Big Lebowski, The",1998,115,The Big Lebowski,https://image.tmdb.org/t/p/w500/3bv6WAp6BSxxYvB5ozKFUYuRA8C.jpg,"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",Times like these call for a Big Lebowski.,Comedy|Crime,"vietnam veteran|white russian|bowling|carpet|nihilism|heart attack|kidnapping|lsd|marijuana|los angeles, california|millionaire|cowboy|ashes|impregnation|bowling team|unemployed|bowling ball|neo-noir|weeds|psychedelic drug|absurd|amused|shaggy dog story",Jeff Bridges|John Goodman|Julianne Moore|Steve Buscemi|David Huddleston,Joel Coen|Ethan Coen,117,12.446,7.84,12153,1998-03-06
